Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
Psicologia em Pesquisa;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/index;2008;Revista Psicologia em Pesquisa;Brazil;Portuguese, Spanish, Castilian;psychology, human sciences, mind;;1982-1247;Universidade Federal de Juiz de Fora;Universidade Federal de Juiz de Fora, Departamento de Psicologia;OJS SEER;No;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/submissions#authorGuidelines;;;;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/submissions#authorGuidelines;;;;;CLOCKSS;;;https://www.thekeepers.org/purl/issn/1982-1247;Yes;;;;PDF;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/editorialTeam;Peer review;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/editorialPolicies#peerReviewProcess;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/editorialPolicies#focusAndScope;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/submissions#authorGuidelines;;;12;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/editorialPolicies#openAccessPolicy;;;CC BY;;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/editorialPolicies#openAccessPolicy;Yes;;True;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/submissions#copyrightNotice;True;https://psicologiaempesquisa.ufjf.emnuvens.com.br/psicologiaempesquisa/about/submissions#copyrightNotice;No;Yes;2017-12-29T14:42:07Z;Philosophy. Psychology. Religion: Psychology | Social Sciences: Social sciences (General);0;
Contextos Clínicos;http://revistas.unisinos.br/index.php/contextosclinicos/index;2008;;Brazil;Portuguese;psychology, clinical psychology;;1983-3482;Universidade do Vale do Rio dos Sinos;;OJS;No;http://revistas.unisinos.br/index.php/contextosclinicos/about/submissions#onlineSubmissions;;;;http://revistas.unisinos.br/index.php/contextosclinicos/about/submissions#onlineSubmissions;;;;;;;;;;;;;PDF;http://revistas.unisinos.br/index.php/contextosclinicos/about/editorialTeam;Peer review;http://revistas.unisinos.br/index.php/contextosclinicos/about/editorialPolicies#peerReviewProcess;http://revistas.unisinos.br/index.php/contextosclinicos/about/editorialPolicies#focusAndScope;http://revistas.unisinos.br/index.php/contextosclinicos/about/submissions#authorGuidelines;Yes;http://revistas.unisinos.br/index.php/contextosclinicos/pages/view/crosscheck;12;http://revistas.unisinos.br/index.php/contextosclinicos/about/editorialPolicies#openAccessPolicy;Yes;http://revistas.unisinos.br/index.php/contextosclinicos/article/view/ctc.2015.81.03;CC BY;;http://revistas.unisinos.br/index.php/contextosclinicos/about/submissions#copyrightNotice;Yes;;False;;False;;No;Yes;2017-05-05T15:46:11Z;Philosophy. Psychology. Religion: Psychology;0;
El Genio Maligno : Revista de Humanidades y Ciencias Sociales;http://elgeniomaligno.eu/;2007;;Spain;Catalan, Valencian, English, French, Galician, Portuguese, Spanish, Castilian;humanities, anthropology, literary criticism, social sciences, psychology, art criticism;;1988-3927;Asociación Cultural Cancro;Asociación Cultural Cancro;;No;http://elgeniomaligno.eu/normas-de-publicacion/;;;;http://elgeniomaligno.eu/normas-de-publicacion/;;;;;;;;;;;;;PDF, HTML;http://elgeniomaligno.eu/comite-editorial/;Double blind peer review;http://elgeniomaligno.eu/normas-de-publicacion/;http://elgeniomaligno.eu/manifiesto/;http://elgeniomaligno.eu/normas-de-publicacion/;;;20;http://elgeniomaligno.eu/normas-de-publicacion/;;;CC BY-NC-SA;;http://elgeniomaligno.eu/;Yes;;True;http://elgeniomaligno.eu/normas-de-publicacion/;True;http://elgeniomaligno.eu/normas-de-publicacion/;No;Yes;2012-11-21T16:20:10Z;General Works: History of scholarship and learning. The humanities | Geography. Anthropology. Recreation: Anthropology | Language and Literature;0;
Ciencia Cognitiva;http://www.cienciacognitiva.org;2007;;Spain;Spanish , Castilian;cognitive science, neuroscience, linguistics, philosophy, artificial intelligence, psychology;;1988-7884;CienciaCognitiva.org;;WordPress;No;http://www.cienciacognitiva.org/?page_id=6;;;;http://www.cienciacognitiva.org/?page_id=6;;;;;;;;;Yes;;;;PDF, HTML;http://www.cienciacognitiva.org/?page_id=5;Open peer review;http://www.cienciacognitiva.org/?page_id=6;http://www.cienciacognitiva.org/?page_id=5;http://www.cienciacognitiva.org/?page_id=6;;;4;http://www.cienciacognitiva.org/?page_id=5;Yes;http://www.cienciacognitiva.org/?p=792;CC BY;;http://www.cienciacognitiva.org/?page_id=5;Yes;;False;;False;;No;Yes;2011-03-02T16:50:48Z;Philosophy. Psychology. Religion: Psychology: Consciousness. Cognition;277;2019-04-09T13:57:55Z
Obrazovanie i Samorazvitie;http://www.eandsdjournal.org;2006;Education & Self Development;Russian Federation;English, Russian;education, educational psychology, comparative education, teacher education;1991-7740;;Kazan Federal University;;OJS;No;http://en.eandsdjournal.org/for-contributors/;;;;http://en.eandsdjournal.org/for-contributors/;;;;;LOCKSS;;;http://en.eandsdjournal.org/for-contributors/;Yes;;;;PDF;http://en.eandsdjournal.org/editor-groups/editorial-board/;Double blind peer review;http://en.eandsdjournal.org/for-contributors/;http://en.eandsdjournal.org/scope-statement/;http://en.eandsdjournal.org/for-contributors/;Yes;http://en.eandsdjournal.org/for-contributors/;13;http://en.eandsdjournal.org/for-contributors/;;;CC BY-NC-ND;;http://en.eandsdjournal.org/for-contributors/;Yes;;True;http://en.eandsdjournal.org/for-contributors/;True;http://en.eandsdjournal.org/for-contributors/;No;Yes;2017-06-01T10:16:43Z;Education: Education (General) | Philosophy. Psychology. Religion: Psychology;0;
Socioaffective Neuroscience & Psychology;http://www.tandfonline.com/toc/zsnp20/current;2011;;United Kingdom;English;social interaction, developmental psychology, philosophy;;2000-9011;Taylor & Francis Group;;Taylor & Francis Online;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;1200;EUR - Euro;;http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;;;Yes;http://authorservices.taylorandfrancis.com/waiver-policy-former-co-action-publishing-journals/;CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico;;;http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/ ;Yes;DOI;Yes;http://www.tandfonline.com/toc/zsnp20/current?nav=tocList;PDF, HTML;http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ZSNP;Blind peer review;http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;"http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=ZSNP	";http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;20;http://www.tandfonline.com/action/authorSubmission?journalCode=ZSNP&page=instructions;Yes;http://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.1080%2F20009011.2017.1304610;CC BY-NC;;http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/;Yes;Sherpa/Romeo;False;;False;;No;Yes;2013-03-12T14:46:54Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry;36;2018-11-26T13:59:44Z
Journal of Market Access & Health Policy;http://www.tandfonline.com/toc/zjma20/current;2013;;United Kingdom;English;health technology, psychology, decision making, sociology, patients, hospitals;;2001-6689;Taylor & Francis Group;Market Access Society;Taylor & Francis Online;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;1250;EUR - Euro;;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;;;Yes;http://authorservices.taylorandfrancis.com/waiver-policy-former-co-action-publishing-journals/;CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico;;;http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/ ;Yes;DOI;Yes;http://www.tandfonline.com/toc/zjma20/current?nav=tocList;PDF, HTML;http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ZJMA;Double blind peer review;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=ZJMA;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;14;http://www.tandfonline.com/action/authorSubmission?journalCode=ZJMA&page=instructions;Yes;http://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.1080%2F20016689.2016.1272308;CC BY-NC;;http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/;Yes;Sherpa/Romeo;False;;False;;No;Yes;2013-09-13T16:42:13Z;Medicine: Public aspects of medicine | Social Sciences: Commerce: Business;64;2019-04-12T08:41:56Z
Society, Health & Vulnerability;http://www.tandfonline.com/toc/zvgi20/current;2010;;United Kingdom;English;social work, philosophy, sociology, psychology, disability research, gender studies;;2002-1518;Taylor & Francis Group;;Taylor & Francis Online;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;1955;EUR - Euro;;http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;;;Yes;http://authorservices.taylorandfrancis.com/waiver-policy-former-co-action-publishing-journals/;LOCKSS, CLOCKSS, Portico;;;http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/ ;Yes;DOI;Yes;http://www.tandfonline.com/toc/zvgi20/current?nav=tocList;PDF, HTML;http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ZVGI;Double blind peer review;http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;"http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=ZVGI	";http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;Yes;http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;20;http://www.tandfonline.com/action/authorSubmission?journalCode=ZVGI&page=instructions;Yes;http://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.3402%2Fshv.v7.29474;CC BY-NC;;http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/;Yes;Sherpa/Romeo;False;;False;;No;Yes;2015-12-23T13:59:34Z;Medicine: Public aspects of medicine | Social Sciences: Sociology (General);22;2019-01-17T15:21:53Z
Revista Mexicana de Investigación en Psicología;http://www.revistamexicanadeinvestigacionenpsicologia.com/;2009;RMIP: Revista Mexicana de Investigacion en Psicologia;Mexico;Spanish , Castilian;psychology, education, social sciences, mental health;2007-0926;;Universidad de Guadalajara;Sistema Mexicano de Investigación en Psicología;OJS;No;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;;;;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;;;;;;;;;;;;;PDF;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/consejo;Double blind peer review;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;http://www.revistamexicanadeinvestigacionenpsicologia.com/instrucciones/contribuciones;Yes;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;18;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;;;CC BY;;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;Yes;Sherpa/Romeo;True;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;True;http://www.revistamexicanadeinvestigacionenpsicologia.com/acerca/presentacion;No;Yes;2011-02-01T15:12:49Z;Philosophy. Psychology. Religion: Psychology;0;
Archivos de Criminología, Seguridad Privada y Criminalística ;https://acspyc.es.tl/;2008;;Mexico;English, Spanish, Castilian;criminology, crime, psychology, criminal law;;2007-2023;Sociedad Mexicana de Criminología capítulo Nuevo León;Sociedad Mexicana de Criminología capítulo Nuevo León;;No;https://drive.google.com/file/d/1r1gxD0ozeeLjKGH5-teym5ZIcXMvKW7e/view;;;;https://drive.google.com/file/d/1r1gxD0ozeeLjKGH5-teym5ZIcXMvKW7e/view;;;;;;;;;Yes;;;;PDF;https://drive.google.com/file/d/1oEzDT4fVJNkLfOVMDzOTfyzcHq3w9-wF/view?usp=sharing;Double blind peer review;https://drive.google.com/file/d/1eHpiVXLCcKN2I8OvzSeBLWKqCM6mc93H/view;https://drive.google.com/file/d/19ar4fYEFDvQZRwILM-wjgNytP7queNYI/view?usp=sharing;https://drive.google.com/file/d/1eHpiVXLCcKN2I8OvzSeBLWKqCM6mc93H/view?usp=sharing;Yes;https://drive.google.com/file/d/14I-jVAdJcBri9wI00AtwSL6aRhvnqJTK/view;20;https://drive.google.com/file/d/1r1gxD0ozeeLjKGH5-teym5ZIcXMvKW7e/view?usp=sharing;;;CC BY-NC-SA;;https://drive.google.com/file/d/1r1gxD0ozeeLjKGH5-teym5ZIcXMvKW7e/view;Yes;;False;;False;;No;Yes;2012-07-26T08:08:25Z;Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Criminal law and procedure | Social Sciences: Social pathology. Social and public welfare. Criminology;245;2019-03-17T02:46:56Z
Biquarterly Journal of Studies in Islam and Psychology;http://islamicpsy.rihu.ac.ir/;2007;Biquarterly Journal of Studies in Islam and Psychology;Iran, Islamic Republic of;Persian;psychology and Islam;2008-1103;2588-4727;Research Institute of Hawzah and University;پژوهشگاه حوزه و دانشگاه;;No;http://islamicpsy.rihu.ac.ir/journal/about;;;;http://islamicpsy.rihu.ac.ir/journal/about;;;;;;;;http://islamicpsy.rihu.ac.ir/;Yes;;Yes;http://islamicpsy.rihu.ac.ir/article_1423.html;PDF;http://islamicpsy.rihu.ac.ir/journal/editorial.board;Double blind peer review;http://islamicpsy.rihu.ac.ir/;http://islamicpsy.rihu.ac.ir/journal/aim_scope;http://islamicpsy.rihu.ac.ir/journal/authors.note;;;42;http://islamicpsy.rihu.ac.ir/journal/about;;;CC BY-ND;;http://islamicpsy.rihu.ac.ir/journal/about;Yes;;False;;False;;No;Yes;2018-10-17T12:07:12Z;Philosophy. Psychology. Religion: Islam. Bahai Faith. Theosophy, etc.: Islam | Philosophy. Psychology. Religion: Psychology;155;2018-11-17T05:53:24Z
International Journal of Psychological Research;http://revistas.usb.edu.co/index.php/IJPR/index;2008;IJPR;Colombia;English, Spanish, Castilian;human behaviour, cognitive psychology, neuropsychology, neuroscience, experimental psychology;2011-2084;2011-7922;Universidad de San Buenaventura;Universidad de San Buenaventura;OJS;No;http://revistas.usb.edu.co/index.php/IJPR/about/editorialPolicies#sectionPolicies;;;;http://revistas.usb.edu.co/index.php/IJPR/about/editorialPolicies#sectionPolicies;;;;;;;;;;;;;PDF;http://revistas.usb.edu.co/index.php/IJPR/about/editorialTeam;Double blind peer review;http://revistas.usb.edu.co/index.php/IJPR/about/editorialPolicies#peerReviewProcess;http://revistas.usb.edu.co/index.php/IJPR/about/editorialPolicies#focusAndScope;http://revistas.usb.edu.co/index.php/IJPR/about/submissions#authorGuidelines;;;16;http://revistas.usb.edu.co/index.php/IJPR/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-SA;;http://revistas.usb.edu.co/index.php/IJPR/article/view/1506/1313;Yes;;False;;False;;No;Yes;2011-03-09T14:04:19Z;Philosophy. Psychology. Religion: Psychology;119;2018-09-05T18:24:38Z
Intangible Capital;http://www.intangiblecapital.org/;2004;;Spain;Catalan, Valencian, English, Spanish, Castilian;strategic management, human resource management, psychology, education, accounting, IT;2014-3214;1697-9818;OmniaScience;;OJS;Yes;http://www.intangiblecapital.org/index.php/ic/pages/view/payment;295;EUR - Euro;;http://www.intangiblecapital.org/index.php/ic/pages/view/payment;;;;;;;;http://www.jotse.org/index.php/jotse/about/editorialPolicies#archiving;Yes;DOI;;http://www.intangiblecapital.org/index.php/ic/about/statistics;PDF;http://www.intangiblecapital.org/index.php/ic/about/editorialTeam;Double blind peer review;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#peerReviewProcess;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#focusAndScope;http://www.intangiblecapital.org/index.php/ic/about/submissions#authorGuidelines;Yes;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#custom-1;33;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#openAccessPolicy;Yes;http://www.intangiblecapital.org/index.php/ic/article/view/567;CC BY;;http://www.intangiblecapital.org/index.php/ic/index;Yes;Dulcinea;False;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#openAccessPolicy;False;http://www.intangiblecapital.org/index.php/ic/about/editorialPolicies#openAccessPolicy;No;Yes;2005-10-06T11:36:29Z;General Works;518;2019-03-28T12:11:54Z
International Journal of Educational Psychology;http://hipatiapress.com/hpjournals/index.php/ijep;2012;;Spain;English;education, educational psychology, teaching and learning;;2014-3591;Hipatia Press;;OJS;No;http://hipatiapress.com/hpjournals/index.php/ijep/about/submissions#onlineSubmissions;;;;http://hipatiapress.com/hpjournals/index.php/ijep/about/submissions#onlineSubmissions;;;;;;;;;Yes;DOI;Yes;http://hipatiapress.com/hpjournals/index.php/ijep/article/view/653;PDF;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialTeam;Double blind peer review;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#peerReviewProcess;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#focusAndScope;http://hipatiapress.com/hpjournals/index.php/ijep/about/submissions#onlineSubmissions;Yes;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#custom-0;8;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#openAccessPolicy;Yes;http://hipatiapress.com/hpjournals/index.php/ijep/article/view/653;CC BY;;http://hipatiapress.com/hpjournals/index.php/ijep/about/submissions#copyrightNotice;Yes;Sherpa/Romeo, Dulcinea;True;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#custom-1;True;http://hipatiapress.com/hpjournals/index.php/ijep/about/editorialPolicies#custom-1;No;Yes;2013-07-16T17:24:14Z;Philosophy. Psychology. Religion: Psychology;0;
International Journal of Psychoanalysis and Education;http://www.psychoedu.org;2009;International Journal of Psychoanalysis and Education: Human Sciences from the perspective of Dynamic Psychology;Italy;Italian;dynamic psychology, education, psychoanalysis, general and special pedagogy, educational and developmental psychology, psychotherapy;2035-4630;;Associazione di Psicoanalisi della Relazione Educativa;;OJS;No;http://www.psychoedu.org/index.php/IJPE/about;;;;http://www.psychoedu.org/index.php/IJPE/about;;;;;;;;http://www.psychoedu.org/index.php/IJPE/about/editorialPolicies#archiving;Yes;PKP Harvster;Yes;http://www.psychoedu.org/index.php/IJPE/about/statistics?statisticsYear;PDF;http://www.psychoedu.org/index.php/IJPE/about/editorialTeam;Double blind peer review;http://www.psychoedu.org/index.php/IJPE/about/editorialPolicies#peerReviewProcess;http://www.psychoedu.org/index.php/IJPE/about/editorialPolicies#focusAndScope;http://www.psychoedu.org/index.php/IJPE/about/submissions#authorGuidelines;;;10;http://www.psychoedu.org/index.php/IJPE/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-SA;;http://www.psychoedu.org/index.php/IJPE/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;False;;False;;No;Yes;2013-10-11T14:35:44Z;Philosophy. Psychology. Religion: Psychology;176;2019-02-09T18:52:28Z
